Date,Time,EV Charging Demand (kW),Solar Energy Production (kW),Wind Energy Production (kW),Electricity Price ($/kWh),Grid Availability,Weather Conditions,Battery Storage (kWh),Charging Station Capacity (kW),EV Charging Efficiency (%),Number of EVs Charging,Peak Demand (kW),Renewable Energy Usage (%),Grid Stability Index,Carbon Emissions (kgCO2/kWh),Power Outages (hours),Energy Savings ($),Total Renewable Energy Production (kW),Effective Charging Capacity (kW),Adjusted Charging Demand (kW),Net Energy Cost ($),Carbon Footprint Reduction (kgCO2),Renewable Energy Efficiency
8/13/2021,0:00:00,0.172946671,0.174923308,0.224960718,0.060641963,Available,Clear,37.10122923,17.3505943,98.41881521,5,0.757546996,81.07740828,0.503400982,0.333906108,1.337712294,3.046072415,0.399884027,17.07624934,0.140220679,0.010487826,0.010927409,0.023417556
8/13/2021,1:00:00,0.10262083,0.254542717,0.098455594,0.17845407,Available,Sunny,49.30505283,9.962000842,91.2703847,2,0.532144711,48.86984984,1.45291041,0.198052984,0.874687832,4.078684418,0.35299831,9.092356492,0.050150646,0.018313105,0.010391877,0.038823633
8/13/2021,2:00:00,0.242993623,0.286334726,0.179256124,0.145209308,Unavailable,Partly Cloudy,34.53716033,6.237375697,96.03926095,5,0.917081109,81.62279693,0.569118824,0.299195622,1.296793107,4.784236321,0.46559085,5.990329522,0.198338192,0.035284936,0.01336071,0.077723746
8/13/2021,3:00:00,0.071486901,0.258174668,0.214658021,0.163823764,Available,Cloudy,5.831916966,49.4047574,93.53417524,8,0.550364965,36.08247458,1.097224576,0.102370213,0.961722875,0.458467622,0.472832688,46.21033236,0.025794243,0.011711253,0.004677567,0.010232185
8/13/2021,4:00:00,0.067314894,0.203283941,0.226619757,0.107934526,Available,Sunny,46.6709588,42.1409398,99.66885761,9,0.535531737,69.07778012,1.427030824,0.214005224,1.824140372,2.955176634,0.429903697,42.00139329,0.046499634,0.007265601,0.004454574,0.010235463
8/13/2021,5:00:00,0.151350877,0.060157523,0.118702786,0.086505817,Available,Cloudy,22.45054655,29.28759676,87.48890024,2,0.330523818,37.43978632,1.136859893,0.277842669,1.574622511,4.317291656,0.17886031,25.62339631,0.056665445,0.013092731,0.026307653,0.006980351
8/13/2021,6:00:00,0.078254774,0.021786442,0.269640066,0.158014155,Available,Clear,19.5113734,38.91534755,89.2423009,9,0.22936947,10.07998865,1.410063754,0.395863147,1.938571821,0.685236543,0.291426508,34.72895156,0.007888072,0.012365362,0.027855584,0.008391457
8/13/2021,7:00:00,0.00272611,0.014254735,0.282535419,0.172327469,Available,Cloudy,10.7971121,18.93725444,91.63724266,5,0.243023401,75.35789689,0.889361005,0.105247597,0.76424657,2.795167864,0.296790154,17.35357781,0.00205434,0.000469784,7.07E-05,0.017102534
8/13/2021,8:00:00,0.194489258,0.183623035,0.058714575,0.171878064,Available,Cloudy,10.4787113,41.69732364,83.69228942,8,0.639738664,66.36833653,1.441404258,0.32528664,0.269993857,1.273914356,0.242337611,34.89744479,0.129079285,0.033428437,0.02127699,0.00694428
8/13/2021,9:00:00,0.153328146,0.010856581,0.27337164,0.15757646,Available,Cloudy,18.30230013,23.53944052,86.95186722,2,0.213238315,25.35207023,0.757844501,0.167604479,0.968146403,3.43102101,0.284228221,20.46798307,0.038871859,0.024160906,0.019183386,0.013886479
8/13/2021,10:00:00,0.133655344,0.221771987,0.213804153,0.070842331,Available,Clear,33.38766446,41.66925324,96.01837142,2,0.862138219,81.23570966,1.16806511,0.254663799,0.231436706,3.926420569,0.43557614,40.01013835,0.108575867,0.009468456,0.006386835,0.010886644
8/13/2021,11:00:00,0.290090554,0.213741221,0.266441419,0.083268432,Available,Clear,46.12205147,38.3609714,87.00337919,5,0.482782358,25.8651721,1.15692875,0.138680991,1.351642967,3.837528217,0.48018264,33.37534141,0.075032421,0.024155386,0.029824475,0.014387348
8/13/2021,12:00:00,0.171359755,0.023883247,0.12742628,0.12506569,Available,Partly Cloudy,20.62623698,9.702238906,81.65931352,8,0.71879473,1.150007754,0.549613456,0.424277778,0.581454725,1.567626619,0.151309528,7.922781687,0.00197065,0.021431226,0.071868033,0.019098031
8/13/2021,13:00:00,0.259029473,0.27198671,0.198359262,0.126102514,Available,Sunny,14.52703638,29.34253911,99.51139976,5,0.573100544,39.10248409,0.972079665,0.406783619,1.912120071,4.108953185,0.470345972,29.19917139,0.101286959,0.032664268,0.064167071,0.016108196
8/13/2021,14:00:00,0.041835071,0.156578787,0.070613933,0.123280457,Available,Sunny,8.182633825,22.61122704,85.00776277,2,0.129888654,32.26843701,0.583872099,0.488966547,0.260942815,3.18060854,0.22719272,19.22129824,0.013499523,0.005157447,0.013855135,0.011819843
8/13/2021,15:00:00,0.170761939,0.27133157,0.225330526,0.173905791,Unavailable,Rainy,30.71791839,21.99390569,93.33280366,6,0.277234649,21.73909325,1.208044644,0.49878755,0.778458096,2.614090271,0.496662096,20.52752882,0.037122097,0.02969649,0.066657889,0.024194929
8/13/2021,16:00:00,0.260393888,0.270483017,0.174520051,0.068807175,Available,Partly Cloudy,9.07390355,14.30167436,81.47438077,6,0.635905031,20.02051827,1.22675597,0.392257127,1.877027982,4.71676479,0.445003068,11.65220062,0.052132206,0.017916968,0.081692129,0.038190474
8/13/2021,17:00:00,0.174931727,0.059110219,0.144283534,0.168839657,Available,Clear,46.38137086,8.107667303,82.93916139,2,0.521866857,60.28054602,1.478039784,0.121415887,0.305868044,0.81278517,0.203393753,6.724431269,0.1054498,0.029535413,0.00843621,0.030246982
8/13/2021,18:00:00,0.215404253,0.114173288,0.207804483,0.053349943,Available,Rainy,35.33094901,35.0375005,93.21315256,5,0.477180008,26.41910125,0.667756765,0.131705791,0.697381477,0.896307557,0.321977771,32.6595588,0.056907868,0.011491805,0.020874892,0.009858608
8/13/2021,19:00:00,0.11161307,0.0403879,0.165703581,0.098461084,Available,Clear,49.53324004,42.10715701,97.37236679,5,0.431374937,45.07152642,1.48756397,0.105875014,0.423671768,2.966441011,0.206091481,41.00073537,0.050305714,0.010989544,0.006490917,0.005026531
8/13/2021,20:00:00,0.027734855,0.232493403,0.229606462,0.079475001,Available,Cloudy,20.62464435,33.97696475,99.294591,5,0.919797689,99.18632727,1.146606522,0.203427988,0.602650282,2.503374999,0.462099865,33.73728819,0.027509184,0.002204228,4.59E-05,0.013697007
8/13/2021,21:00:00,0.137370089,0.151237475,0.25753082,0.128996749,Available,Sunny,6.426303894,30.99540369,92.79829336,8,0.476507247,69.7372422,0.509034758,0.41522981,1.15176311,0.020695509,0.408768295,28.76320565,0.095798111,0.017720295,0.017261924,0.0142115
8/13/2021,22:00:00,0.118343817,0.278642273,0.240181891,0.128584047,Available,Rainy,7.536052404,15.89575011,96.12322377,2,0.832738495,35.33859502,1.006157132,0.140474583,0.62041977,4.192337004,0.518824164,15.27950745,0.041821042,0.015217127,0.010749505,0.033955556
8/13/2021,23:00:00,0.260118055,0.062464564,0.092251989,0.125981621,Available,Clear,5.60613559,16.70850123,95.81794796,2,0.554493785,12.8727965,0.678934009,0.223861354,0.727475392,1.841482693,0.154716554,16.00974301,0.033484468,0.032770094,0.050734502,0.0096639
8/14/2021,0:00:00,0.073198591,0.206510298,0.292835764,0.093322688,Available,Cloudy,11.54311477,22.21343081,81.64932028,7,0.039702478,47.94571798,0.955587009,0.339974182,0.844513114,4.507124164,0.499346063,18.13711527,0.03509559,0.006831089,0.012954037,0.027531725
8/14/2021,1:00:00,0.290020268,0.296771048,0.194922379,0.128270351,Available,Partly Cloudy,47.61754376,5.313275194,98.33683459,3,0.57611101,89.63162593,1.350524733,0.452924016,1.603513556,0.032168973,0.491693427,5.224906639,0.259949882,0.037201002,0.0136196,0.094105687
8/14/2021,2:00:00,0.287441436,0.199614379,0.097039943,0.155866783,Available,Clear,11.13907917,20.0352442,87.92358702,5,0.622784997,88.21737669,1.17016116,0.368199573,0.292725107,1.08516687,0.296654321,17.61570537,0.253573294,0.044802572,0.012470235,0.016840332
8/14/2021,3:00:00,0.074289493,0.02063218,0.012774263,0.109065685,Available,Sunny,2.670065867,11.22358719,88.12570043,4,0.763887526,82.66923784,1.196184226,0.215616371,0.536675785,0.001712657,0.033406442,9.890864822,0.061414558,0.008102434,0.002776047,0.003377505
8/14/2021,4:00:00,0.104415587,0.176527305,0.296428923,0.189296251,Available,Sunny,22.29640071,10.00999048,91.77517791,6,0.136381556,14.17489648,0.657621605,0.426771832,0.927906624,3.049809768,0.472956228,9.186686573,0.014800801,0.019765479,0.038245066,0.051482787
8/14/2021,5:00:00,0.268666722,0.053952825,0.179705218,0.060270383,Available,Clear,5.673778677,30.94736167,92.69911157,3,0.749834005,73.3561819,1.15587645,0.128387036,1.853239887,0.193394732,0.233658043,28.68792932,0.197083649,0.016192646,0.009190339,0.008144821
8/14/2021,6:00:00,0.289986666,0.009150833,0.068262079,0.198065144,Available,Partly Cloudy,40.69263993,11.36881448,95.24676365,2,0.361608401,3.827242879,1.471751584,0.187203976,1.841038336,3.057717858,0.077412912,10.82842785,0.011098494,0.057436251,0.052208975,0.007149044
8/14/2021,7:00:00,0.133031731,0.100488209,0.14733714,0.164207977,Available,Sunny,1.107518776,31.19124422,96.26728471,3,0.584242737,10.94614154,0.696060419,0.225135188,0.985968996,2.174867635,0.24782535,30.02696387,0.014561842,0.021844871,0.026671741,0.008253427
8/14/2021,8:00:00,0.096299114,0.079831225,0.119262144,0.138976755,Available,Clear,17.30880856,8.275763764,92.63203594,1,0.249439815,17.18802268,1.368443692,0.488894398,0.665080244,2.735016617,0.199093369,7.666008464,0.016551913,0.013383338,0.038987959,0.02597093
8/14/2021,9:00:00,0.157828204,0.23663127,0.285409572,0.080501605,Available,Cloudy,25.80158662,47.78408776,96.71490621,5,0.347960294,95.21680987,1.358028419,0.319760408,0.539151706,2.699247293,0.522040842,46.21433566,0.150278981,0.012705424,0.002413943,0.01129608
8/14/2021,10:00:00,0.206330762,0.112104162,0.147798284,0.144096211,Available,Sunny,7.918247502,24.08645532,90.15275983,8,0.443566222,33.62820637,1.281608994,0.247758601,1.281292444,1.99690969,0.259902446,21.71460422,0.069385334,0.029731481,0.033929408,0.011969016
8/14/2021,11:00:00,0.082042355,0.219887634,0.1454003,0.170312474,Available,Rainy,25.39952082,17.89480987,83.11231982,1,0.437995622,40.47507093,0.84128899,0.141061978,1.679737764,3.49549402,0.365287934,14.87279161,0.033206701,0.013972836,0.006888854,0.024560818
8/14/2021,12:00:00,0.220941952,0.004871698,0.238379912,0.088046844,Available,Clear,15.00354647,14.39844478,88.20140095,9,0.0891884,47.0652111,1.358307903,0.253803516,1.794069416,3.448382558,0.24325161,12.69963001,0.103986796,0.019453242,0.02968363,0.019154228
8/14/2021,13:00:00,0.015497207,0.00444364,0.117273469,0.055984367,Available,Sunny,10.0768536,34.30729129,88.68328169,6,0.392409592,4.484852278,1.133559288,0.29672182,1.212160919,4.640649878,0.121717109,30.42483177,0.000695027,0.000867601,0.00439213,0.004000584
8/14/2021,14:00:00,0.014788348,0.008794037,0.058955505,0.116412956,Available,Cloudy,37.7469871,10.08169294,87.90602198,6,0.800489563,46.57728993,0.629940505,0.220802881,0.541914967,4.792110841,0.067749542,8.862415212,0.006888012,0.001721555,0.001744417,0.007644591
8/14/2021,15:00:00,0.115886312,0.065807533,0.230519611,0.095665247,Available,Clear,38.85650378,13.99074668,88.49121423,4,0.275561623,8.861931966,0.597201313,0.354659358,0.089855339,4.24135901,0.296327143,12.38058162,0.010269766,0.011086293,0.037457896,0.023934832
8/14/2021,16:00:00,0.106041958,0.112196336,0.273032591,0.092922261,Available,Sunny,41.8832275,11.94787943,83.75190454,5,0.631230547,33.36063097,1.212593487,0.20135004,0.949894816,3.321684606,0.385228927,10.00657657,0.035376266,0.009853658,0.01422854,0.038497574
8/14/2021,17:00:00,0.094689965,0.182353741,0.013717875,0.158720992,Available,Cloudy,19.86039497,35.79988475,94.48838902,2,0.258169954,69.80984236,1.385377559,0.368355175,1.097960064,1.784350679,0.196071616,33.82673437,0.066102915,0.015029285,0.010530188,0.005796351
8/14/2021,18:00:00,0.147305929,0.295774166,0.257970018,0.072204873,Available,Cloudy,43.83946965,47.36063261,82.02790271,2,0.355184904,49.24841181,0.630956004,0.4137717,0.537998749,2.272307815,0.553744184,38.84893364,0.07254583,0.010636206,0.030933613,0.014253781
8/14/2021,19:00:00,0.096220075,0.10632287,0.131358959,0.147639868,Available,Clear,8.10640472,48.21894025,87.89822287,7,0.456726314,43.56604915,1.255152796,0.193239507,0.002326696,4.287343586,0.237681829,42.38359157,0.041919285,0.014205919,0.010493058,0.005607874
8/14/2021,20:00:00,0.057677376,0.016697672,0.086740043,0.059190524,Unavailable,Rainy,38.49579907,28.80490535,89.57799291,3,0.566117982,99.65825261,1.277801453,0.392537392,1.12902938,2.521410752,0.103437715,25.80285607,0.057480265,0.003413954,7.74E-05,0.00400877
8/14/2021,21:00:00,0.092840865,0.058470048,0.011754101,0.187983157,Available,Sunny,36.91623393,35.7403127,96.00013065,9,0.943090001,22.17576531,0.605197769,0.200363213,1.375108209,3.131317095,0.07022415,34.31074689,0.020588172,0.017452519,0.014476782,0.00204671
8/14/2021,22:00:00,0.292471282,0.26935555,0.061656831,0.13791312,Available,Sunny,32.17559976,7.700063136,98.67837143,3,0.268440796,72.30298574,1.231199295,0.309988406,0.936267691,1.285300818,0.331012381,7.598296902,0.211465469,0.040335627,0.025110863,0.043564023
8/14/2021,23:00:00,0.123334025,0.209813757,0.09986094,0.189647232,Available,Clear,32.85626696,31.34527243,80.35006769,4,0.137742249,48.23680354,0.503980496,0.253086775,0.621591638,0.914000035,0.309674697,25.18594762,0.059492391,0.023389957,0.016157473,0.012295535
8/15/2021,0:00:00,0.133413833,0.237060247,0.021205273,0.180181403,Available,Cloudy,10.54036545,5.077090849,89.34008404,7,0.679875229,55.9394206,0.73406447,0.172026239,1.574307887,4.39131283,0.25826552,4.535877231,0.074630925,0.024038692,0.010112203,0.056938384
8/15/2021,1:00:00,0.172963497,0.037250462,0.056637019,0.18047493,Available,Partly Cloudy,40.22095172,17.48134417,83.00900072,1,0.626479528,43.56933893,1.312476486,0.413911213,1.245066688,3.689126563,0.093887481,14.51108911,0.075359052,0.031215575,0.040399574,0.006470051
8/15/2021,2:00:00,0.295002231,0.040496097,0.221052133,0.067962518,Available,Clear,22.29883757,9.994860422,82.94633797,5,0.899929934,44.25102216,0.983108751,0.329698147,0.070001833,0.549244875,0.261548229,8.290370705,0.130541502,0.020049094,0.054222397,0.031548436
8/15/2021,3:00:00,0.072480383,0.033673802,0.206058245,0.15438243,Available,Rainy,5.772168369,25.25012796,90.89127333,5,0.146967379,67.27579066,0.581044135,0.278836757,0.46247945,2.312933948,0.239732047,22.95016282,0.048761751,0.011189698,0.006613626,0.010445767
8/15/2021,4:00:00,0.204384633,0.257150749,0.230951675,0.110059156,Available,Partly Cloudy,49.65012343,12.27987512,88.70978711,4,0.169427429,81.21026506,0.750183407,0.431296475,1.182337816,3.314417564,0.488102424,10.89345108,0.165981302,0.0224944,0.016563221,0.04480696
8/15/2021,5:00:00,0.214795408,0.062990283,0.049577334,0.118866274,Available,Partly Cloudy,23.32658833,44.85278441,88.18856008,4,0.439645443,33.9940569,0.510553814,0.454669275,0.297550517,0.607764377,0.112567617,39.55502473,0.073017673,0.02553193,0.06446198,0.002845849
8/15/2021,6:00:00,0.182197325,0.192945524,0.01290905,0.091864856,Available,Sunny,47.96094218,45.96264251,98.50594783,7,0.075813619,82.54721436,0.513981194,0.16131166,0.54940531,3.321803435,0.205854574,45.27593665,0.150398816,0.016737531,0.00512947,0.004546666
8/15/2021,7:00:00,0.026573502,0.15484991,0.140576961,0.07097606,Available,Cloudy,4.546375823,34.50941632,94.9586686,9,0.083121723,31.20574401,1.03913016,0.112223513,0.726814897,4.531879413,0.295426871,32.76968228,0.008292459,0.001886082,0.002051563,0.00901525
8/15/2021,8:00:00,0.203061683,0.163316974,0.102835421,0.09594764,Available,Rainy,3.325714236,48.70997008,97.49358718,8,0.700520185,19.07500881,1.219004445,0.23581216,1.940282477,1.631485197,0.266152394,47.48909715,0.038734034,0.019483289,0.038750458,0.005604495
8/15/2021,9:00:00,0.019228413,0.058630608,0.233019924,0.132428911,Available,Sunny,2.789776475,25.70695209,94.66951677,5,0.187212967,52.99939407,1.465402907,0.403550267,0.678092087,4.288250471,0.291650532,24.33664732,0.010190943,0.002546398,0.003647074,0.011984006
8/15/2021,10:00:00,0.178842795,0.190573828,0.161648028,0.111504602,Available,Rainy,45.87447325,27.50979155,87.87939812,5,0.050098629,25.75078163,1.194422598,0.468695282,0.755710276,4.627064666,0.352221856,24.17543924,0.046053418,0.019941795,0.062237755,0.014569409
8/15/2021,11:00:00,0.221874353,0.01293016,0.279354093,0.155583717,Available,Cloudy,0.834031224,8.725248445,89.78604797,8,0.875970607,21.75031423,0.803868362,0.456813926,1.111246167,1.241450821,0.292284253,7.834055754,0.048258369,0.034520037,0.079310199,0.037309443
8/15/2021,12:00:00,0.063290967,0.298041683,0.018361917,0.175854627,Available,Partly Cloudy,42.98537944,24.79585912,86.75168155,6,0.689355523,45.26181751,0.526139213,0.180666654,1.303549152,4.280142501,0.3164036,21.51082474,0.028646642,0.011130009,0.006259074,0.014709041
8/15/2021,13:00:00,0.252486602,0.008027672,0.10910291,0.081607161,Available,Clear,45.07926569,47.87971908,86.07099483,9,0.446479675,30.85313969,1.373429112,0.140624877,0.758428289,3.138220052,0.117130582,41.21055053,0.077900044,0.020604715,0.024551213,0.002842247
8/15/2021,14:00:00,0.009106142,0.015046962,0.12157218,0.058442919,Unavailable,Partly Cloudy,25.40680676,14.07787739,93.42284637,7,0.989555811,38.14427187,0.95049135,0.201211592,0.030565476,2.929385825,0.136619143,13.15195376,0.003473471,0.00053219,0.001133359,0.010387745
8/15/2021,15:00:00,0.253143859,0.097394226,0.03776683,0.198626302,Available,Cloudy,17.49991602,23.4090444,94.45261721,2,0.769846918,5.762135236,0.563023862,0.317077062,1.733136786,0.653362821,0.135161056,22.1104551,0.014586492,0.050281029,0.075641069,0.006112993
8/15/2021,16:00:00,0.138098715,0.249487607,0.174904764,0.182396859,Available,Cloudy,47.46835007,38.49519361,98.16421561,2,0.764212342,49.81132475,1.498938689,0.446530311,1.505174765,2.603714925,0.424392371,37.78850486,0.068788799,0.025188772,0.030948978,0.011230727
8/15/2021,17:00:00,0.065276382,0.077156764,0.012060733,0.08976804,Available,Partly Cloudy,2.567321038,20.47294539,96.62543897,2,0.240963776,73.26424266,1.069131985,0.259568333,1.859127736,4.13959251,0.089217497,19.78207336,0.047824247,0.005859733,0.004530022,0.004510017
8/15/2021,18:00:00,0.040133443,0.141580504,0.213817539,0.074392506,Available,Rainy,27.28144987,32.64845529,83.35380192,3,0.037921916,49.69019486,1.116092946,0.411071065,1.443963359,0.917960244,0.355398043,27.21372876,0.019942386,0.002985627,0.008299959,0.013059513
8/15/2021,19:00:00,0.28599215,0.005393199,0.011232948,0.192655528,Available,Partly Cloudy,26.77003695,26.82651185,97.55480877,1,0.747727516,25.81695781,1.440305231,0.474412468,0.586641745,2.960682943,0.016626148,26.17055234,0.073834473,0.055097969,0.100650247,0.0006353
8/15/2021,20:00:00,0.021799676,0.023663795,0.262041617,0.084865781,Available,Cloudy,26.84578867,19.63901796,85.96502864,2,0.745978893,28.45431855,1.178695792,0.33397716,1.291649073,1.670882809,0.285705412,16.88268742,0.006202949,0.001850047,0.005208951,0.016922982
8/15/2021,21:00:00,0.059728026,0.182389815,0.019508091,0.083283451,Available,Partly Cloudy,31.80771721,41.50580876,90.30485487,8,0.375408777,28.18704888,1.48364287,0.410754236,1.538163952,3.211133102,0.201897906,37.48176037,0.016835568,0.004974356,0.017618259,0.005386564
8/15/2021,22:00:00,0.104346704,0.058307541,0.136904824,0.066476023,Available,Sunny,2.091206134,26.58781587,86.47531787,7,0.182801223,68.05767665,0.843706674,0.274442402,0.370372758,4.061064155,0.195212365,22.99189829,0.071015943,0.006936554,0.009147374,0.008490485
8/15/2021,23:00:00,0.186070455,0.208276369,0.04661562,0.093185112,Available,Clear,4.429221607,22.63585767,90.1444382,1,0.551818355,46.58514093,0.955470461,0.269525483,0.890183315,0.136983515,0.254891989,20.40496673,0.086681184,0.017338996,0.026787941,0.012491664
8/16/2021,0:00:00,0.163440326,0.235617353,0.039936674,0.176151053,Available,Clear,3.863494005,17.89628982,90.21416805,9,0.782431996,84.07312172,1.16065061,0.293821978,0.021434961,0.977709424,0.275554026,16.14498897,0.137409384,0.028790185,0.007648463,0.017067464
8/16/2021,1:00:00,0.037693048,0.25510026,0.216364707,0.13547432,Available,Clear,23.41668532,17.37030176,81.22457252,4,0.909528296,20.15932784,1.279779373,0.184089309,0.242623933,2.436769418,0.471464967,14.10895335,0.007598665,0.00510644,0.005540054,0.033416013
8/16/2021,2:00:00,0.086918395,0.040139801,0.232275313,0.063797733,Available,Cloudy,42.07051721,14.7734599,80.416297,4,0.828714459,21.1899772,0.620729399,0.17517077,0.728816085,0.488818293,0.272415114,11.88026939,0.018417988,0.005545197,0.011999269,0.022930045
8/16/2021,3:00:00,0.071625531,0.136652565,0.221759726,0.195112164,Available,Clear,9.35358298,18.92614945,94.24419603,8,0.940454994,20.55353582,0.950434468,0.428128727,1.321530312,4.161528898,0.358412291,17.83679739,0.014721579,0.013975012,0.024362217,0.020093982
8/16/2021,4:00:00,0.064062856,0.284124435,0.121197555,0.130924864,Available,Partly Cloudy,20.06944134,7.926840763,80.66398462,4,0.693456379,55.26183083,1.235369201,0.261235171,0.071636158,1.4811887,0.40532199,6.394105613,0.035402307,0.008387421,0.007487143,0.063389943
8/16/2021,5:00:00,0.123343301,0.231625063,0.297235811,0.112504832,Available,Sunny,2.132532067,38.66760466,98.68071322,4,0.470529702,57.88883341,1.050080619,0.237204189,1.77780209,3.077795621,0.528860874,38.15746807,0.071401998,0.013876717,0.012320695,0.013859957
8/16/2021,6:00:00,0.211209436,0.035088115,0.101990675,0.167636926,Available,Partly Cloudy,19.47004168,40.46696033,91.8248711,8,0.513336676,76.37017848,0.861620859,0.446946333,0.881682708,1.311524652,0.13707879,37.15873416,0.161301023,0.0354065,0.022306382,0.003689006
8/16/2021,7:00:00,0.06523588,0.150750074,0.073583868,0.134052431,Available,Partly Cloudy,10.69468724,7.124868781,99.31956302,7,0.633529468,21.7775424,0.537725539,0.498130965,0.413170094,2.352659597,0.224333942,7.076388539,0.014206771,0.008745028,0.025419179,0.031701756
8/16/2021,8:00:00,0.110003664,0.276714175,0.298951626,0.184365275,Available,Clear,26.34857108,31.88593827,89.27644651,7,0.203750426,54.84651022,1.355141842,0.450078993,1.300627137,3.742102229,0.575665801,28.46663262,0.060333171,0.020280856,0.022355646,0.020222476
8/16/2021,9:00:00,0.117275228,0.132011642,0.293183042,0.15535275,Available,Cloudy,12.60935088,17.74591875,95.83088049,5,0.789743391,13.71087365,0.924161706,0.245558669,0.724419865,2.575493091,0.425194683,17.00607019,0.016079458,0.018219029,0.024849499,0.025002524
8/16/2021,10:00:00,0.292936959,0.251225283,0.177550792,0.150235064,Available,Sunny,31.02025511,33.63885662,93.99908536,8,0.96962183,57.56324846,0.756397426,0.41479883,1.582656649,4.788302165,0.428776075,31.62021755,0.168624029,0.044009403,0.051564858,0.013560187
8/16/2021,11:00:00,0.286399907,0.148753116,0.062711753,0.100661941,Available,Partly Cloudy,3.505315216,13.98976485,96.12299261,5,0.9297593,59.26352132,0.588738439,0.472602147,1.852921595,3.189107988,0.21146487,13.44738063,0.16973067,0.028829571,0.055138132,0.015725358
8/16/2021,12:00:00,0.240041275,0.032043503,0.071549655,0.198472144,Available,Rainy,35.99305875,46.57659566,95.27353186,3,0.992554311,55.03995722,0.883024665,0.373004093,1.907929889,3.068120761,0.103593158,44.37516771,0.132118615,0.047641507,0.040255594,0.002334485
8/16/2021,13:00:00,0.072497676,0.044356478,0.156265634,0.147788177,Available,Cloudy,10.92229413,5.389799962,82.0568078,3,0.672668802,79.31874793,1.324940534,0.431100294,1.493875732,3.824467512,0.200622111,4.422697796,0.057504249,0.010714299,0.006463671,0.045361931
8/16/2021,14:00:00,0.020411194,0.014002726,0.232830961,0.116281882,Available,Rainy,42.13100439,19.28296204,96.68613273,9,0.502928898,74.46063871,0.936386648,0.471437212,1.956371073,2.083226118,0.246833687,18.64395027,0.015198306,0.002373452,0.00245755,0.013239345
8/16/2021,15:00:00,0.095071241,0.058594422,0.023236243,0.072126245,Available,Sunny,15.8461888,40.93633743,89.87102082,1,0.253860378,97.01312776,1.079206527,0.176573898,1.39730861,2.919349091,0.081830665,36.78990433,0.092231585,0.006857132,0.000501409,0.00222427
8/16/2021,16:00:00,0.080038365,0.26808423,0.20630112,0.133345935,Available,Sunny,12.52365514,14.58139513,83.51074939,6,0.858447722,23.49718668,1.158829974,0.33585958,0.562684016,1.367912057,0.47438535,12.17703234,0.018806764,0.010672791,0.02056522,0.038957386
8/16/2021,17:00:00,0.15177774,0.195059414,0.030933255,0.149937449,Available,Sunny,13.69352518,6.331283059,81.60099067,7,0.811177196,80.73337409,0.635308958,0.263403914,1.468337838,3.760185955,0.225992669,5.166389699,0.122535291,0.022757167,0.007702576,0.043742861
8/16/2021,18:00:00,0.233318373,0.22165708,0.253233223,0.105719962,Available,Partly Cloudy,10.80554558,15.48223001,92.77653901,8,0.399054841,90.3194768,1.198285002,0.371223865,0.905967664,0.281951824,0.474890304,14.36387717,0.210731934,0.02466641,0.008384625,0.033061429
8/16/2021,19:00:00,0.257496882,0.186498438,0.159635467,0.059688662,Unavailable,Sunny,7.234475973,39.30060054,87.07954085,6,0.806091881,86.97665274,1.274512988,0.106487453,1.918748905,1.494754345,0.346133904,34.2227825,0.223962169,0.015369644,0.003571026,0.010114137
8/16/2021,20:00:00,0.253459226,0.115961788,0.296908227,0.169761479,Available,Sunny,1.560869182,12.33107801,97.72068201,2,0.123491843,78.84806666,0.909557497,0.25996408,1.200068709,4.432586934,0.412870015,12.05001353,0.199847699,0.043027613,0.013937071,0.034263033
8/16/2021,21:00:00,0.107902668,0.06505834,0.22589467,0.148096422,Available,Cloudy,26.04507024,20.7974764,80.02361175,7,0.946450495,21.94931301,0.512664891,0.387175256,1.436171985,1.827749806,0.29095301,16.64289177,0.023683894,0.015979999,0.032607425,0.017482119
8/16/2021,22:00:00,0.206170303,0.277684375,0.149168597,0.152684659,Available,Cloudy,1.736614138,39.86968154,97.94028118,1,0.794712954,95.90921018,0.594860589,0.262337166,1.759861195,1.859730866,0.426852972,39.0484782,0.197736309,0.031479042,0.00221255,0.01093136
8/16/2021,23:00:00,0.093850259,0.154448934,0.042353145,0.086757255,Available,Cloudy,27.02381062,17.14138381,86.82222589,7,0.535052212,34.40596325,1.393741881,0.281745903,0.850839518,1.929942721,0.196802079,14.88253097,0.032290086,0.008142191,0.017344327,0.013223697
8/17/2021,0:00:00,0.018271663,0.144329964,0.162718696,0.069605225,Unavailable,Clear,33.91916541,6.828055094,91.53133321,4,0.078837566,9.496340968,1.138840504,0.223493398,1.933044799,2.432574058,0.30704866,6.24980986,0.001735139,0.001271803,0.003695804,0.04912928
8/17/2021,1:00:00,0.21046958,0.298831227,0.034333421,0.117811767,Available,Partly Cloudy,29.04021217,48.26756486,97.88138995,1,0.64728847,13.03588049,0.84196797,0.223661829,1.246615747,2.541949227,0.333164647,47.24496338,0.027436563,0.024795793,0.040937499,0.007051855
8/17/2021,2:00:00,0.002948266,0.115178997,0.27154872,0.086193323,Available,Sunny,47.68206998,7.852938774,89.47943755,9,0.606246009,17.22174769,0.867287078,0.153453779,1.030180103,0.226261908,0.386727716,7.026765446,0.000507743,0.000254121,0.000374507,0.055036378
